id;nom;statut;niveau_detail;cartes;role_carte;pv;resistance;silhouette;hitbox;entree;deplacement;phases;attaques;vulnerabilites;controle;conclusion;mecanique
BOS_011;Hidan;OA;identite;"[""MAP_011""]";lieutenant;13000;0.1;30 px, faux à trois lames reliée à un câble.;0,45 m.;1,2 s : prière au sol.;"Poursuit ; trace son cercle rituel quand il obtient le sang du joueur.";;;;;"Il tombe en jurant (texte bref), le cercle s'efface ; 1,0 s.";S'il touche le joueur avec la faux, il trace un cercle : tant qu'il y reste, les dégâts qu'il s'inflige sont reproduits sur le joueur (plafonné à 5 % PV max/coup). Le sortir du cercle (recul, contrôle) ou le frapper hors cercle annule le lien. Ne peut pas tuer par le lien seul (plancher 1 PV côté joueur).
BOS_012;Kakuzu;OA;identite;"[""MAP_011""]";final;125000;0.3;"32 px ; 4 masques animaux qui sortent du dos (unités de 24 px).";"Corps 0,5 m ; chaque masque est un ennemi séparé (PV 8 %).";1,8 s : compte des billets, fils noirs.;Lent, défensif.;;;;;"Les fils se relâchent, les masques se fendent ; 1,5 s.";"Cinq cœurs : chaque masque détruit retire 1 cœur et 20 % de PV max au boss ; les masques lancent Katon, Fūton, Raiton, Suiton. Le combo Katon+Fūton (Zukokku + Atsugai) est télégraphié par un lien entre les masques 2 s avant."
BOS_013;Pain (Six Chemins);OA;integral;"[""MAP_012""]";final;130000;0.25;"Six corps de 30 px à piercings et manteaux distincts (couleur de bordure par chemin) ; Tendō au centre.";"Chaque corps 0,45 m ; les 6 partagent une barre de PV commune ; un corps vaincu est « rappelé » par Jigokudō s'il vit encore.";2,5 s : les six corps atterrissent un à un autour du joueur à 10 m (jamais à moins de 8 m).;"Formation en anneau à 8–10 m ; seul le chemin actif (surligné) attaque ; rotation toutes les 6 s.";"[{""seuil"": ""100–70 %"", ""changements"": ""Rotation des chemins Animal, Asura, Pretas.""}, {""seuil"": ""70–35 %"", ""changements"": ""Jigokudō ressuscite les corps : il faut éliminer l'Enfer (corps à bordure verte) pour réduire les soins.""}, {""seuil"": ""35–0 %"", ""changements"": ""Tendō seul : Shinra Tensei et Bansho Ten'in en alternance ; Chibaku Tensei à 10 %.""}]";"[{""nom"": ""Chemin animal — Invocations"", ""zone"": ""Rhinocéros en ligne (2 m × 14 m) et chiens qui se divisent"", ""avertissement"": 1.0, ""active"": 1.5, ""degats"": 24, ""recuperation"": 1.5, ""reponse"": ""Sortir de la ligne ; tuer les chiens avant division (ils se divisent à chaque coup, max 4)"", ""info"": ""visible""}, {""nom"": ""Chemin d'Asura — Missiles"", ""zone"": ""6 missiles à tête chercheuse lente (virage 90°/s), explosion 2 m"", ""avertissement"": 0.8, ""active"": 3.0, ""degats"": 18, ""recuperation"": 1.2, ""reponse"": ""Faire des virages serrés (les missiles décrochent)"", ""info"": ""visible""}, {""nom"": ""Chemin des Pretas — Absorption"", ""zone"": ""Bulle de 3 m autour du corps : absorbe les projectiles du joueur (le soigne 0,5 % par projectile)"", ""avertissement"": 0.6, ""active"": 3.0, ""degats"": 0, ""recuperation"": 1.0, ""reponse"": ""Frapper au contact ou avec DIFFERE ; ne pas tirer dans la bulle"", ""info"": ""visible""}, {""nom"": ""Shinra Tensei"", ""zone"": ""Onde de 7 m autour de Tendō : repousse le joueur de 4 m (déplacement annoncé) et détruit ses projectiles"", ""avertissement"": 1.2, ""active"": 0.2, ""degats"": 28, ""recuperation"": 5.0, ""reponse"": ""S'éloigner avant l'onde ; la recharge de 5 s est la fenêtre d'attaque (compteur visible sur le boss)"", ""info"": ""visible""}, {""nom"": ""Bansho Ten'in"", ""zone"": ""Attire le joueur de 5 m vers Tendō (ligne de force visible), puis coup de tige"", ""avertissement"": 1.0, ""active"": 0.5, ""degats"": 22, ""recuperation"": 1.5, ""reponse"": ""Esquiver au moment de l'attraction (l'esquive annule la traction)"", ""info"": ""apprise""}, {""nom"": ""Chibaku Tensei"", ""zone"": ""Noyau au-dessus de la place : attire tout ce qui n'est pas ancré ; zones sûres : 4 piliers de rue (cercles de 2 m)"", ""avertissement"": 3.0, ""active"": 4.0, ""degats"": 12, ""recuperation"": 6.0, ""reponse"": ""Se placer près d'un pilier ; attaquer Tendō immobile pendant la canalisation"", ""info"": ""apprise""}]";"Recharge de 5 s après Shinra Tensei (+25 %) ; Tendō immobile pendant Chibaku Tensei.";"Rc 25 % ; chaque corps a sa propre résistance (les contrôles tournent).";"Les corps tombent un par un (0,2 s d'écart), la pluie s'arrête ; 1,8 s (raccourcissable).";
BOS_014;Konan;OA;identite;"[""MAP_012""]";lieutenant;14000;0.15;28 px, ailes de papier de 48 px.;"0,4 m ; se disperse en papier (invulnérable 0,5 s visible).";1,5 s : feuilles qui s'assemblent.;Vole à distance, se disperse quand elle est touchée 5 fois.;;;;;"Une fleur de papier tombe au sol ; 1,0 s.";"Nuées de papier en lignes ; mer d'étiquettes annoncée par un tapis de feuilles au sol (3 s) avec des couloirs sûrs ; le Katon du joueur la blesse ×1,5."
BOS_015;Obito Uchiha (Tobi);OA;detaille;"[""MAP_019""]";final;125000;0.3;"32 px, masque orange en spirale puis masque de guerre ; gunbai en phase 3.";"0,45 m ; intangible pendant les phases Kamui (silhouette en spirale, aucun dégât possible, durée affichée).";2,0 s : sort d'une spirale.;"Téléportations entre cubes ; se rapproche pour saisir.";"[{""seuil"": ""100–60 %"", ""changements"": ""Intangibilité alternée (3 s intangible / 3 s tangible, rythme visible).""}, {""seuil"": ""60–25 %"", ""changements"": ""Mokuton : racines et Katon.""}, {""seuil"": ""25–0 %"", ""changements"": ""Gunbai et orbes chercheuses (6 orbes en orbite).""}]";"[{""nom"": ""Saisie de Kamui"", ""zone"": ""Main tendue : cône de 2 m ; si le joueur est saisi, il est déplacé de 6 m (annoncé) et subit des dégâts"", ""avertissement"": 1.0, ""active"": 0.3, ""degats"": 26, ""recuperation"": 1.5, ""reponse"": ""Garder > 2 m pendant la main tendue"", ""info"": ""visible""}, {""nom"": ""Racines de Mokuton"", ""zone"": ""5 lignes de racines depuis le sol en éventail"", ""avertissement"": 1.1, ""active"": 0.6, ""degats"": 20, ""recuperation"": 1.2, ""reponse"": ""Se placer entre deux lignes"", ""info"": ""visible""}, {""nom"": ""Orbes chercheuses"", ""zone"": ""Orbe tirée en ligne droite (0,8 m × 14 m) ; 2 par salve"", ""avertissement"": 0.9, ""active"": 0.6, ""degats"": 30, ""recuperation"": 1.0, ""reponse"": ""Sortir des deux couloirs"", ""info"": ""visible""}]";Rythme d'intangibilité : attaquer pendant la fenêtre tangible (+15 % les 0,5 premières secondes).;"Rc 30 % ; les contrôles appliqués pendant l'intangibilité sont annulés sans hausse de Rc (aucun gaspillage).";"Le masque se fend en deux ; 1,5 s.";
BOS_016;Madara Uchiha (Edo Tensei);OA;integral;"[""MAP_020""]";final;150000;0.35;"32 px, armure rouge, gunbai et kama ; Susanoo parfait en phase 3 : seules les jambes et les sabres entrent dans l'écran (le corps reste hors champ).";"0,5 m ; phase 3 : Madara au centre du Susanoo (ciblable), jambes du Susanoo = zones dangereuses à l'impact seulement, sabres = attaques télégraphiées, le reste est décoratif.";2,5 s : cercueil de réanimation qui s'ouvre, fissures qui se referment.;Mêlée agressive en phase 1 (dash volontaire vers le joueur, marqueur au sol), distance en phase 2, fixe en phase 3.;"[{""seuil"": ""100–70 %"", ""changements"": ""Gunbai, kama et Katon.""}, {""seuil"": ""70–40 %"", ""changements"": ""Mokuton : forêt et dragons de bois ; Tengai Shinsei (1 météore).""}, {""seuil"": ""40–0 %"", ""changements"": ""Susanoo parfait : sabres, double météore ; les ordinaires disparaissent (duel).""}]";"[{""nom"": ""Gunbai — Renvoi"", ""zone"": ""Aucune : renvoie les projectiles du joueur 1,5 s (éventail brillant)"", ""avertissement"": 0.5, ""active"": 1.5, ""degats"": 0, ""recuperation"": 1.0, ""reponse"": ""Utiliser CONTACT/DIFFERE pendant le renvoi"", ""info"": ""visible""}, {""nom"": ""Gōka Mekkyaku"", ""zone"": ""Mur de feu de 16 m de large qui avance de 12 m ; 2 brèches de 2 m"", ""avertissement"": 1.5, ""active"": 2.0, ""degats"": 34, ""recuperation"": 2.0, ""reponse"": ""Rejoindre une brèche (marquée par l'absence de flammes au sol)"", ""info"": ""visible""}, {""nom"": ""Mokuton — Jukai Kōtan"", ""zone"": ""Arbres qui jaillissent dans un cercle de 8 m sauf 3 cercles sûrs"", ""avertissement"": 1.8, ""active"": 1.0, ""degats"": 30, ""recuperation"": 2.0, ""reponse"": ""Rejoindre un cercle sûr"", ""info"": ""visible""}, {""nom"": ""Tengai Shinsei"", ""zone"": ""Ombre de 6 m qui grandit sur 3 s, impact massif"", ""avertissement"": 3.0, ""active"": 0.5, ""degats"": 60, ""recuperation"": 4.0, ""reponse"": ""Sortir de l'ombre ; ombre toujours placée à ≥ 4 m du bord de la zone de jeu (sortie garantie)"", ""info"": ""visible""}, {""nom"": ""Susanoo — Sabre"", ""zone"": ""Ligne de 20 m, 3 m de large, puis retour en arc"", ""avertissement"": 1.6, ""active"": 0.5, ""degats"": 42, ""recuperation"": 2.5, ""reponse"": ""Sortir de la ligne puis de l'arc de retour (dessiné en pointillé dès l'avertissement)"", ""info"": ""apprise""}, {""nom"": ""Double météore"", ""zone"": ""Deux ombres décalées de 1,5 s"", ""avertissement"": 3.0, ""active"": 0.5, ""degats"": 60, ""recuperation"": 5.0, ""reponse"": ""Anticiper le second en ne revenant pas dans la première ombre"", ""info"": ""apprise""}]";"Après Tengai Shinsei : 4 s de canalisation (+25 %) ; en phase 3, Madara exposé quand les sabres sont plantés (+30 % 2 s).";"Rc 35 % ; résistance maximale atteinte plus vite, mais la conversion en Vulnérable reste active.";"Le Susanoo se désagrège en plumes bleues, Madara s'agenouille ; 2,0 s (0,6 s après la première victoire).";
BOS_017;Kabuto (Mode Ermite serpent);OA;detaille;"[""MAP_007""]";final;120000;0.3;32 px, capuche à cornes, queue de serpent de 48 px.;"Corps 0,45 m ; la queue est dangereuse pendant ses attaques.";2,0 s : mue qui tombe au sol.;"Mobile ; se fond dans le sol (bulle 1 s).";"[{""seuil"": ""100–60 %"", ""changements"": ""Serpents blancs et scalpel de chakra.""}, {""seuil"": ""60–30 %"", ""changements"": ""Réanimés : 3 élites réanimées (à sceller ou tuer par EXPLOSIF).""}, {""seuil"": ""30–0 %"", ""changements"": ""Izanami (boucle) : un motif d'attaques se répète ; le rompre en esquivant différemment 2 fois (indicateur de boucle affiché).""}]";"[{""nom"": ""Serpents blancs"", ""zone"": ""3 serpents en arc qui se croisent"", ""avertissement"": 0.9, ""active"": 1.2, ""degats"": 20, ""recuperation"": 1.0, ""reponse"": ""Se placer au point de croisement déjà passé"", ""info"": ""visible""}, {""nom"": ""Scalpel de chakra"", ""zone"": ""Dash marqué au sol puis entaille de 2 m ; ralentit 20 % 3 s"", ""avertissement"": 0.8, ""active"": 0.2, ""degats"": 24, ""recuperation"": 1.2, ""reponse"": ""Esquiver en travers du marqueur"", ""info"": ""visible""}, {""nom"": ""Chant du serpent (sonore)"", ""zone"": ""Anneau de 6 m qui se contracte"", ""avertissement"": 1.2, ""active"": 1.0, ""degats"": 18, ""recuperation"": 2.0, ""reponse"": ""Sortir avant la contraction ou traverser l'anneau à la fin"", ""info"": ""apprise""}]";Rupture de la boucle : Étourdi 3 s (+30 %).;Rc 30 %.;"La queue se détache, Kabuto tombe à genoux, lunettes brisées ; 1,5 s.";
BOS_018;Kurama (Nuit du Kyūbi);OA;identite;"[""MAP_013""]";final;160000;0.3;Renard de 256 px dont seules les pattes avant, la tête (haut d'écran) et 3 queues entrent dans le champ.;"Pattes : zones dangereuses à l'impact ; museau (cercle 2 m) ciblable quand il rugit ; queues : bandes de danger télégraphiées ; le reste décoratif.";2,5 s : yeux dans la fumée.;Fixe au nord, frappe le champ.;;;;;"Sceau du Quatrième qui se referme en spirale ; 2,0 s.";"Coups de pattes (ombres), balayages de queues (bandes), Bijūdama en couloir ; les réfugiés sauvés donnent des sceaux qui le ralentissent."
BOS_019;Dix-Queues;OA;identite;"[""MAP_020""]";événement / Endless;200000;0.35;Créature gigantesque hors échelle : seules les jambes et les queues traversent le champ.;"Uniquement les queues au moment de leur impact ; non ciblable hors mode Endless (ciblable : œil au sol lors de l'orbe).";Passage annoncé 4 s au bord de l'écran.;Traverse la carte.;;;;;"La créature s'éloigne dans la brume ; 1,5 s.";"Événement de passage à survivre ; en Endless, boss tournant avec œil exposé après chaque orbe."
BOS_020;Jirōbō;OA;identite;"[""MAP_005""]";lieutenant (tirage);13000;0.2;36 px massif.;0,6 m.;1,2 s.;Lent, arène de terre.;;;;;1,0 s.;"Dôme absorbant : enferme le joueur dans un dôme de 12 m (brèches ouvertes par 3 coups) ; draine 2 chakra/s tant qu'il est dedans."
BOS_021;Tayuya;OA;identite;"[""MAP_005""]";lieutenant (tirage);12000;0.15;"28 px, flûte ; 3 démons invoqués de 40 px.";"Tayuya 0,4 m ; démons ciblables.";1,2 s.;Distance.;;;;;1,0 s.;"Chaque mélodie (visible en notes colorées) dirige un démon ; interrompre la flûte (3 coups) fige les démons 3 s."
BOS_022;Sakon et Ukon;OA;identite;"[""MAP_005""]";lieutenant (tirage);12000;0.15;28 px, seconde tête.;"0,4 m ; se séparent en deux corps (PV partagés).";1,2 s.;Encerclement à deux.;;;;;1,0 s.;"Fusion/séparation : séparés, ils attaquent en tenaille (deux télégraphes opposés) ; les frapper en même temps (zone) inflige +50 %."
BOS_023;Kidōmaru;OA;identite;"[""MAP_005""]";lieutenant (tirage);12000;0.15;28 px, six bras.;0,4 m.;1,2 s.;En hauteur dans les arbres (ombre au sol), descend pour tirer.;;;;;1,0 s.;"Toiles qui ralentissent et flèche d'or chargée 2,5 s (ligne annoncée) ; couper la toile d'ancrage le fait tomber (Étourdi 2 s)."
BOS_024;Danzō Shimura;OA;identite;"[""MAP_014""]";final;120000;0.3;"30 px, bras bandé ; bras aux Sharingan en phase 2.";0,45 m.;2,0 s.;Distance moyenne, Fūton.;;;;;"Le bras se referme, sceau d'autodestruction annoncé 3 s (cercle rouge de 6 m) puis dissipation sans dégâts si le joueur est hors du cercle ; 2,0 s.";"Izanagi : 10 yeux sur le bras (compteur visible) ; chaque « mort » consomme un œil et le fait réapparaître 1 s plus tard à 4 m (jamais sur le joueur) ; ses PV réels ne baissent qu'aux derniers yeux — le compteur rend la règle lisible."
BOS_025;Sasuke (Marque maudite, Vallée de la Fin);OA;identite;"[""MAP_006""]";final (si le joueur n'est pas une entrée de Sasuke);115000;0.25;"30 px ; ailes-mains en phase 2.";0,45 m.;2,0 s : sur la tête de la statue de Madara.;Duel mobile.;;;;;"Pluie, bandeau rayé qui tombe ; 2,0 s.";"Miroir : Chidori et Gōkakyū ; en phase 2, Chidori noir en charge (ligne annoncée) ; collision de techniques : si l'ultime du joueur est lancé pendant son Chidori chargé, les deux s'annulent et il est Étourdi 3 s."
BOS_026;Naruto (Manteau du Kyūbi, Vallée de la Fin);OA;identite;"[""MAP_006""]";final (si le joueur est une entrée de Sasuke);115000;0.25;30 px, manteau d'une queue.;0,45 m.;2,0 s : sur la tête de la statue de Hashirama.;Charge et clones.;;;;;2,0 s.;"Clones ennemis (contour rouge) et Rasengan ; la collision ultime contre Rasengan chargé l'étourdit 3 s."
BOS_027;Kinkaku et Ginkaku;OA;identite;"[""MAP_016""]";final;140000;0.3;Deux corps de 34 px en manteau de chakra.;0,5 m chacun, PV séparés à 50 % du total.;2,0 s.;En paire, l'un tire, l'autre charge.;;;;;2,0 s.;"Trésors du Sage (adaptation) : Kōkinjō — si le joueur déclenche 3 fois la même famille de technique en 3 s, il est lié 1 s (compteur visible au-dessus de Kinkaku) ; Benihisago — gourde qui aspire dans une zone de traction annoncée 1,5 s ; tuer les deux frères à moins de 10 s d'intervalle, sinon le survivant regagne 20 %."
BOS_028;A (Quatrième Raikage);OA;identite;"[""MAP_014""]";lieutenant;16000;0.2;36 px, armure de foudre.;0,6 m.;1,2 s : traverse un mur.;Charges très rapides mais toujours télégraphiées (ligne + éclair 0,8 s).;;;;;1,0 s.;"Lariat et Liger Bomb ; se fige 1 s après chaque charge ratée."
BOS_029;Mū (Deuxième Tsuchikage);OA;identite;"[""MAP_017""]";final;125000;0.35;"30 px bandé ; invisible (contour pointillé visible pour le joueur).";0,45 m.;2,0 s.;Invisible, apparaît pour attaquer.;;;;;"Les bandages retombent vides ; 1,5 s.";"Division : se sépare en deux (un grand, un petit) ; Genkai Hakuri en cube (silhouette du cube 2,5 s) ; les deux moitiés doivent tomber à 10 s d'intervalle."
BOS_030;Hanzō de la Salamandre;OA;identite;"[""MAP_012"", ""MAP_017""]";lieutenant;15000;0.2;32 px, kusarigama, salamandre Ibuse (64 px) en arrière.;"0,45 m ; salamandre décorative sauf nuage de poison.";1,5 s.;Distance moyenne.;;;;;1,0 s.;"Nuage de poison (zone mobile) et kusarigama ; attaquer la salamandre dissipe le nuage."
BOS_031;Manda;OA;identite;"[""MAP_007""]";événement 16:30;40000;0.3;Serpent géant de 320 px de long, circule sous et hors écran.;"Tête (cercle 2 m) ciblable quand elle sort ; corps dangereux uniquement quand il émerge (bande annoncée).";Sol qui bombe 2 s.;Traverse le sol en arcs.;;;;;1,0 s.;"Émergences en arcs ; si non vaincu en 60 s, il repart (pas de défaite)."
BOS_032;Hachibi (Gyūki);OA;identite;"[""MAP_015""]";final;160000;0.3;"Taureau-poulpe de 256 px ; 8 tentacules qui entrent dans le champ.";"Tentacules ciblables (8 × 6 %) ; tête hors champ.";2,5 s.;Fixe.;;;;;"Encre qui se dissipe ; 2,0 s.";"Tentacules en séquence (ombres), encre (Aveuglé), Bijūdama en couloir ; chaque tentacule coupé réduit la fréquence."
BOS_033;Killer Bee;OA;identite;"[""MAP_015""]";lieutenant;16000;0.2;34 px, 7 sabres.;0,5 m.;1,2 s : rime (texte bref).;Mêlée rythmique.;;;;;1,0 s.;Attaques sur un rythme de 4 temps affiché (métronome au sol) : le 4e temps est toujours la plus forte, permettant d'anticiper.
BOS_034;Armée de Zetsu blancs;OA;identite;"[""MAP_016""]";lieutenant;20000;0.1;Masse de Zetsu autour d'un « Zetsu mère » de 40 px.;Zetsu mère 0,8 m.;1,5 s.;Avance comme une marée.;;;;;1,0 s.;"Tant que la mère vit, les Zetsu renaissent ; elle se cache derrière la marée (percer la ligne)."
BOS_035;Kakashi Hatake (Test des clochettes);OA;identite;"[""MAP_001""]";final;90000;0.2;30 px, livre à la main (phase 1), bandeau relevé (phase 2).;0,45 m.;1,5 s : lit son livre, lève la main.;Substitutions (bûches visibles), distance moyenne.;;;;;"Kakashi referme son livre et fait un pouce levé ; 1,2 s (fin de l'expédition d'introduction : « Examen réussi »).";"Deux clochettes à sa ceinture : chaque clochette volée (frapper sa ceinture de dos, ou 10 % de PV) désactive une technique de Kakashi ; Chidori annoncé par un chant d'oiseaux 1,5 s ; Doton — Shinjū Zanshu (cercle sous le joueur, 1 s)."
BOS_036;Sanbi (Isobu);OA;identite;"[""MAP_018""]";final;150000;0.35;"Tortue à trois queues de 256 px ; carapace à pointes.";"Tête (2 m) ciblable pendant les charges ; carapace décorative ; queues dangereuses télégraphiées.";2,5 s : bulles.;Roule en boule autour du lac (trajet annoncé par une ligne d'écume).;;;;;2,0 s.;Roulades, vagues circulaires, brume hallucinogène (faux ennemis contour violet, sans hitbox).
BOS_037;Ōnoki (Tsuchikage);OA;identite;"[""MAP_017""]";final de mission (MIS_076);120000;0.3;"24 px (petit, vole) ; golem de 64 px.";0,35 m (petite cible, compensée par vitesse faible).;1,5 s.;Vole haut et lent.;;;;;"Mal de dos : il se tient les reins ; 1,2 s.";Alourdissement (cube), allègement du joueur (déplacement +20 % mais glisse), Jinton en cube (silhouette 2,5 s).
BOS_038;Madara (Jinchūriki du Dix-Queues);OA;identite;"[""MAP_020""]";final au rang S+;200000;0.4;34 px, blanc, orbes chercheuses, bâton.;0,5 m.;2,5 s.;Vol, mêlée soudaine télégraphiée.;;;;;2,5 s (1,0 s après la première fois).;"Orbes chercheuses qui annulent les ninjutsu du joueur (les projectiles touchant une orbe disparaissent, sauf taijutsu et senjutsu : règle affichée) ; Rinbo Hengoku (ombres invisibles : pointillés visibles 1 s avant chaque frappe)."
BOS_039;Kaguya Ōtsutsuki;OA;identite;"[""MAP_020""]";boss secret (SEC_020);220000;0.4;36 px, cheveux immenses (48 px) qui servent d'attaques.;"0,5 m ; cheveux dangereux télégraphiés.";3,0 s (secret, non passable la première fois seulement).;Téléporte l'arène : 4 dimensions (lave, glace, gravité, désert) de 45 s chacune, annoncées 3 s avant.;;;;;Scellement lunaire stylisé, 3,0 s.;"Chaque dimension change une contrainte (lave : sol danger en damier ; glace : glissade ; gravité : −30 % déplacement mais projectiles joueur +30 % ; désert : sable ralentissant) ; os de cendre (projectile qui désintègre, ligne annoncée)."
BOS_040;Jūgo (Marque maudite);OA;identite;"[""MAP_007""]";lieutenant;14000;0.2;36 px, bras transformé en arme (48 px).;0,55 m.;1,2 s : cellule qui explose.;Rage : charge le plus proche (peut charger les ennemis).;;;;;"Il s'endort ; 1,0 s.";Oiseaux calmants : ramasser 3 plumes au sol le calme 4 s (fenêtre de dégâts +40 %).
